,0,1
38202,bit za predznak,predznačni bit
38203,biti afektirano ženski,biti izrazito gej
38204,biti beden,biti zanič
38205,biti besedotvorna podstava,biti osnova
38206,biti bivališče,vsebovati
38207,biti bogat,imeti veliko
38208,biti bogat z,imeti obilo
38209,biti boljši,prekositi
38210,biti boljši kot,prekositi
38211,biti boljši od,biti boljši kot
38212,biti brez,ne imeti
38213,biti car,biti glavni
38214,biti cenejši od,imeti nižje cene od
38215,biti deklica za vse,opravljati vsa zoprna dela
38216,biti del odprave,biti del raziskovalne odprave
38217,biti del raziskovalne odprave,biti del odprave
38218,biti direktor,biti predsednik
38219,biti do,ravnati z
38220,biti dobro,koristiti
38221,biti dodeljen,iti
38222,biti dolžan,dolgovati
38223,biti dolžnost,biti nujno
38224,biti doma in čakati,ostati doma in čakati
38225,biti dopusten,biti dovoljen
38226,biti dovolj,zadostovati
38227,biti dovolj za,biti dovolj
38228,biti drobnjakarski,biti malenkosten
38229,biti drugačen,biti različen
38230,biti dvojnik,dublirati
38231,biti eden izmed sponzorjev,sponzorirati
38232,biti fiasko,biti polomija
38233,biti fizično aktiven,gibati se
38234,biti glavna zvezda na,biti glavna zvezda v
38235,biti glavna zvezda v,biti glavna zvezda na
38236,biti glavni soigralec,biti soigralec
38237,biti gledalec,biti opazovalec
38238,biti gnil,biti nepošten
38239,biti goljuf,biti slepar
38240,biti gonjač,biti gonjač živine
38241,biti gonjač živine,biti gonjač
38242,biti gonjačka,biti gonjač
38243,biti gonjačka živine,biti gonjač
38244,biti gostitelj,biti gostiteljica
38245,biti gostitelj oddaje,biti gostitelj
38246,biti gostiteljica,biti gostitelj
38247,biti gostiteljica oddaje,biti gostitelj
38248,biti grozeč,biti temačen
38249,biti habilitiran,habilitirati se
38250,biti hitrejši,prehiteti
38251,biti hišnik,opravljati hišniška dela
38252,biti hudo,boleti
38253,biti indiciran,biti potreben
38254,biti inherenten,biti del
38255,biti iskriv,biti živahen
38256,biti izbokel,biti izbočen
38257,biti izbočen,biti izbokel
38258,biti izdan,biti objavljen
38259,biti izdaten,biti obilen
38260,biti izglasovan,biti sprejet
38261,biti izključen,izpasti
38262,biti izločen,izpasti
38263,biti izmerjen,prikazati se
38264,biti izmozgan od pisanja,biti izčrpan od pisanja
38265,biti izobešen,biti postavljen
38266,biti izpostavljen,biti deležen
38267,biti izravnan,biti uravnotežen
38268,biti izrazito gej,biti afektirano ženski
38269,biti izvoljen,priti na oblast
38270,biti izvoljen v,priti v
38271,biti izčrpan od pisanja,biti izmozgan od pisanja
38272,biti jasen,biti razumljiv
38273,biti kamuflaža,biti krinka
38274,biti kapetan,biti kapetanka
38275,biti kapetanka,biti kapetan
38276,biti kapitan,poveljevati
38277,biti kapitanka,biti kapitan
38278,biti ključnega pomena pri dosegu,zagotoviti
38279,biti koherenten,biti povezan
38280,biti komplic,biti sokriv
38281,biti komu po volji,biti po volji
38282,biti komutativen,biti zamenljiv
38283,biti konsistenten,skladati se
38284,biti koproducent,biti koproducentka
38285,biti koproducentka,biti koproducent
38286,biti kos,prenesti
38287,biti kredibilen,biti verodostojen
38288,biti krinka,biti kamuflaža
38289,biti kritičen,dvomiti
38290,biti kritičen do,dvomiti v
38291,biti krmar,krmariti
38292,biti kustos,biti kustosinja
38293,biti kustosinja,biti kustos
38294,biti lisjak,biti prebrisan
38295,biti ljubitelj,ceniti
38296,biti lociran,biti stacioniran
38297,biti lutka,biti marioneta
38298,biti luč,voditi
38299,biti magnet za,delovati kot magnet na
38300,biti malenkosten,biti drobnjakarski
38301,biti malodušen,biti potrt
38302,biti marioneta,biti lutka
38303,biti materinski do,skrbeti kot mama za
38304,biti medsebojno povezan,biti vzajemno povezan
38305,biti medsebojno prepleten,biti prepleten
38306,biti mesečen,hoditi v spanju
38307,biti metalec,metati
38308,biti model,pozirati
38309,biti model za,nositi
38310,biti mogoč,biti možen
38311,biti možen,biti mogoč
38312,biti mrzek,biti prostaški
38313,biti na dieti,hujšati
38314,biti na dopustu,biti na počitnicah
38315,biti na hrani in stanovanju,bivati
38316,biti na lovu za,iskati
38317,biti na obhodu,delati obhod
38318,biti na položaju,zasedati
38319,biti na površju,izdanjati
38320,biti na počitnicah,biti na dopustu
38321,biti na praksi,opravljati prakso
38322,biti na prvem mestu,biti spredaj
38323,biti na radiu,biti na sporedu
38324,biti na sporedu,biti na radiu
38325,biti na strani,podpreti
38326,biti na tekočem z,biti seznanjen z
38327,biti na televiziji,biti na radiu
38328,biti na trnih,zaskrbljeno čakati
38329,biti na voljo,dobiti se
38330,biti na čelu,voditi
38331,biti na čem,nameravati
38332,biti nad,presegati
38333,biti nadležen,vsiliti se
38334,biti nadrejen,biti višji po rangu
38335,biti nagnjen k,težiti k
38336,biti najboljši,biti vodilni
38337,biti nakodran,valovati
38338,biti namenjen,nameniti se
38339,biti napet,biti živčen
38340,biti napisan v crescendu,biti v crescendu
38341,biti napovedovalec,biti radijski napovedovalec
38342,biti narejen iz,biti iz
38343,biti nasilen,biti nasilniški
38344,biti nasilniški,biti nasilen
38345,biti nasproti,gledati na
38346,biti nastanjen,bivati
38347,biti nastavljiv,biti prilagodljiv
38348,biti navdušen,biti prevzet
38349,biti navdušen nad,uživati v
38350,biti navigator,dajati napotke
38351,biti načet,biti omenjen
38352,biti načičkan,biti pretirano okrašen
38353,biti neizkoriščen,stati
38354,biti nejevoljen,jeziti se
38355,biti nekje,biti nekje naokrog
38356,biti nekje naokrog,biti nekje
38357,biti neločljivo povezan,biti povezan
38358,biti nemaren,biti zanikrn
38359,biti nemiren,ne imeti obstanka
38360,biti nenaklonjen,biti neugoden za
38361,biti nepazljiv,biti za trenutek nepazljiv
38362,biti nepošten,biti gnil
38363,biti nesramen,biti predrzen
38364,biti nestrpen,živcirati se
38365,biti neusklajen,tepsti se
38366,biti neuspešen,ne uspeti
38367,biti nevoščljiv,zavidati
38368,biti nezdružljiv,tepsti se
38369,biti nezvest,varati
38370,biti nor na,oboževati
38371,biti noseča,nositi otroka
38372,biti nosilec,biti nosilka
38373,biti nosilka,biti nosilec
38374,biti nujen,biti potreben
38375,biti nujno,biti dolžnost
38376,biti o,zadevati
38377,biti ob,izgubiti
38378,biti obenem tudi,biti tudi
38379,biti obešen,viseti
38380,biti obilen,biti izdaten
38381,biti objavljen,iziti
38382,biti obravnavan,priti pred sodišče
38383,biti obrnjen,gledati
38384,biti obrnjen na,gledati na
38385,biti obrnjen proti,gledati proti
38386,biti obrnjen v,biti obrnjen v smer
38387,biti obrnjen v smer,biti obrnjen v
38388,biti obseden,obremenjevati se
38389,biti obupen,biti zanič
38390,biti odbijalec,odbijati
38391,biti odgovoren,biti podrejen
38392,biti odgovoren za,odgovarjati za
38393,biti odličen,briljirati
38394,biti odločilen za,narediti
38395,biti odporen na,biti odporen proti
38396,biti odporen proti,biti odporen na
38397,biti odrezan,biti rezan
38398,biti odvisen,biti pogojen
38399,biti odvisen od,biti v rokah
38400,biti odvisen od jedra,biti odvisen
38401,biti odvisen od koga,biti odvisen od česa
38402,biti odvisen od česa,biti odvisen od koga
38403,biti okužen,nositi v sebi
38404,biti omenjen,biti načet
38405,biti opazen,biti viden
38406,biti opazovalec,biti gledalec
38407,biti oproščen,ostati nekaznovan
38408,biti oskrbnik,biti upravitelj
38409,biti osnova,biti temelj
38410,biti osnovan,biti utemeljen
38411,biti osredotočen na,vrteti se okoli
38412,biti ostro kaznovan,drago plačati
38413,biti otročji,biti star in otročji
38414,biti ovaduh,biti policijski ovaduh
38415,biti ovešen z,šibiti se od
38416,biti oče,biti avtor
38417,biti očiten,priti do izraza
38418,biti očlenjen,biti členast
38419,biti pametnejši kot,misliti bolje kot
38420,biti par,hoditi
38421,biti paralelen z,biti vzporeden z
38422,biti pirat,ropati po morju
38423,biti pičel,biti slab
38424,biti po okusu,biti po volji
38425,biti pod vodo,biti poplavljen
38426,biti podedovan,preiti v last
38427,biti podnajemnica,biti podnajemnik
38428,biti podnajemnik,biti podnajemnica
38429,biti podrejen,biti odgovoren
38430,biti podstava,biti besedotvorna podstava
38431,biti podvržen,biti deležen
38432,biti podvržen kalcinaciji,kalcinirati
38433,biti pogojen,biti odvisen
38434,biti pokrovitelj,biti sponzor
38435,biti pokroviteljski,delati se nezmotljivega
38436,biti pokvarjen,pokvariti se
38437,biti policijski ovaduh,biti ovaduh
38438,biti policijski vohun,biti ovaduh
38439,biti polomija,propasti na celi črti
38440,biti ponosen,postavljati se
38441,biti ponosen na,ponašati se
38442,biti poplavljen,biti pod vodo
38443,biti popularen,biti trendovski
38444,biti popustljiv do,biti prizanesljiv do
38445,biti porabljen za,biti vložen v
38446,biti poravnan,biti v ravni vrsti
38447,biti porok,jamčiti
38448,biti porok za,jamčiti za
38449,biti porokinja,biti porok
38450,biti poročna priča,biti priča
38451,biti posejan,biti razpršen
38452,biti poslan,biti posredovan
38453,biti posledica,biti rezultat
38454,biti posnet,biti poševen
38455,biti posrednica,biti posrednik
38456,biti posrednik,posredovati
38457,biti posredovan,biti poslan
38458,biti postavljen,biti izobešen
38459,biti postrani,biti poševen
38460,biti potomec,biti potomec koga
38461,biti potomec koga,biti potomec
38462,biti potreben,biti indiciran
38463,biti potrebno,biti treba
38464,biti potrjen,biti sprejet
38465,biti potrt,biti malodušen
38466,biti povšeči,biti komu po volji
38467,biti pozoren,paziti se
38468,biti pozoren na,paziti na
38469,biti poševen,biti postrani
38470,biti prav,prilegati se
38471,biti prebrisan,biti lisjak
38472,biti pred,priti pred
38473,biti predolgo namočen,postati grenek
38474,biti predrzen,biti nesramen
38475,biti predsednik,biti direktor
38476,biti predvajan,biti prikazan
38477,biti prekrit,biti zakrit
38478,biti preludij,biti začetek
38479,biti premierno predstavljen,doživeti premiero
38480,biti prepeljan z oprtnim prevozom,biti transportiran z oprtnim prevozom
38481,biti prepleten,biti medsebojno prepleten
38482,biti prepogljiv,biti zložljiv
38483,biti presenečen,čuditi se
38484,biti preskrbljen,biti preskrbljen s hrano
38485,biti preskrbljen s hrano,biti preskrbljen
38486,biti prestavljen v slabšo skupino,nazadovati
38487,biti pretirano okrašen,biti načičkan
38488,biti pretirano pokroviteljski do,biti pokroviteljski do
38489,biti pretirano zaščitniški do,biti pokroviteljski do
38490,biti pretvorljiv,spremeniti se
38491,biti prevzet,biti navdušen
38492,biti pri,biti z
38493,biti prikazan,biti predvajan
38494,biti prikrajšan,ne biti deležen
38495,biti prilagodljiv,biti nastavljiv
38496,biti prilagojen,prilegati se
38497,biti primer,biti tipičen primer
38498,biti pripravljen,biti v pripravljenosti
38499,biti pripravnik pri,spremljati
38500,biti prisoten v,pojavljati se v
38501,biti pristaš,odobravati
38502,biti pristaš ideje,biti pristašinja ideje
38503,biti pristašinja ideje,biti pristaš ideje
38504,biti pristranski,diskriminirati
38505,biti privržen,pripadati
38506,biti prizadet,trpeti
38507,biti prizanesljiv do,biti popustljiv do
38508,biti priča,biti poročna priča
38509,biti prodan,iti
38510,biti prostaški,biti mrzek
38511,biti prostitut,biti prostitutka
38512,biti prostitutka,biti prostitut
38513,biti proti,nasprotovati
38514,biti prvi znak,biti znak
38515,biti prvič predstavljen javnosti,pojaviti se na tržišču
38516,biti radijski napovedovalec,biti napovedovalec
38517,biti različen,biti drugačen
38518,biti razlog,biti vzrok
38519,biti razlog za,biti vzrok za
38520,biti razporejen,pasti v skupino
38521,biti razposajen,biti živahen
38522,biti razpršen,biti posejan
38523,biti razstavljiv,iti narazen
38524,biti raztrošen po,ležati na
38525,biti razumljiv,biti jasen
38526,biti rezan,biti odrezan
38527,biti rezervna igralka,biti alternacija
38528,biti rezervni igralec,biti alternacija
38529,biti rezultat,biti posledica
38530,biti seksi,biti vroč
38531,biti servilen,klečeplaziti
38532,biti sestavljen iz,sestojiti iz
38533,biti seznanjen z,ostati na tekočem z
38534,biti si v nasprotju,ne ujemati se
38535,biti si všeč,ujeti se
38536,biti sijajen,blesteti
38537,biti simbol,biti simbol za
38538,biti simbol za,predstavljati
38539,biti sinhroniziran,biti usklajen
38540,biti skiper,biti kapitan
38541,biti skladen,ujemati se
38542,biti sključen,biti zgrbljen
38543,biti sklonljiv,deklinirati se
38544,biti skromen,živeti skromno
38545,biti slab,biti pičel
38546,biti slepar,biti goljuf
38547,biti soavtor,biti soavtorica
38548,biti soavtorica,biti soavtor
38549,biti sodnica,biti sodnik
38550,biti sodnica na,biti sodnik na
38551,biti sodnik,soditi
38552,biti sodnik na,biti sodnica na
38553,biti sodoben,biti sočasen
38554,biti soigralec,biti glavni soigralec
38555,biti sokriv,biti komplic
38556,biti solastnica,biti solastnik
38557,biti solastnik,biti solastnica
38558,biti soodvisen,biti medsebojno odvisen
38559,biti sopodpisnik,sopodpisati
38560,biti sopotnik,biti spremljevalec
38561,biti sourednica,biti sourednik
38562,biti sourednik,biti sourednica
38563,biti soustanovitelj,biti soustanoviteljica
38564,biti soustanoviteljica,biti soustanovitelj
38565,biti sočasen,biti sodoben
38566,biti sponzor,biti pokrovitelj
38567,biti spredaj,biti na prvem mestu
38568,biti sprejemljiv,biti dovoljen
38569,biti sprejet,naleteti na odziv
38570,biti sprejet kot,biti zamenjan za
38571,biti sprejet na,biti sprejet v
38572,biti sprejet na fakulteto,biti sprejet na univerzo
38573,biti sprejet na univerzo,biti sprejet na fakulteto
38574,biti spremljevalec,biti sopotnik
38575,biti srečen,biti vesel
38576,biti stacioniran,biti lociran
38577,biti star,dopolniti
38578,biti star in otročji,biti otročji
38579,biti starejši kot,biti starejši od
38580,biti starejši od,biti starejši kot
38581,biti starš,vzgajati
38582,biti stavkokaz,biti stavkokazinja
38583,biti stavkokazinja,biti stavkokaz
38584,biti stisnjen,biti zožen
38585,biti stvar,zadevati
38586,biti svetlejši kot,bolj svetiti kot
38587,biti svetovljan,obnašati se kot svetovljan
38588,biti svinjski,rovariti
38589,biti svobodnjak,delati v svobodnem poklicu
38590,biti tat,biti tatica
38591,biti tatica,biti tat
38592,biti televizijski napovedovalec,biti napovedovalec
38593,biti temačen,biti grozeč
38594,biti temelj,biti osnova
38595,biti težak,tehtati
38596,biti tiho,utihniti
38597,biti tipičen primer,biti primer
38598,biti tipičen za,biti značilen za
38599,biti točen,držati
38600,biti transportiran z oprtnim prevozom,biti prepeljan z oprtnim prevozom
38601,biti treba,biti potrebno
38602,biti trendovski,biti popularen
38603,biti trener,trenirati
38604,biti tudi,biti obenem tudi
38605,biti udeležen,biti komplic
38606,biti ugoden za,biti naklonjen
38607,biti umaknjen,biti umaknjen s programa
38608,biti umaknjen s programa,biti umaknjen
38609,biti umaknjen s sporeda,biti umaknjen
38610,biti upravitelj,biti oskrbnik
38611,biti upravičen,biti indiciran
38612,biti upravnik,upravljati
38613,biti uravnotežen,biti izravnan
38614,biti uspešen,uspeti
38615,biti usposobljen,imeti primerno izobrazbo
38616,biti utemeljen,temeljiti
38617,biti uvrščen,priti
38618,biti užaljen,biti prizadet
38619,biti v crescendu,biti napisan v crescendu
38620,biti v elementu,nažigati
38621,biti v godlji,biti v kaši
38622,biti v internatu,obiskovati internatsko šolo
38623,biti v izobilju,biti v preobilju
38624,biti v kaši,biti v godlji
38625,biti v kontrastu z,predstavljati protiutež
38626,biti v korist,biti v prid
38627,biti v kotu,biti v ovinku
38628,biti v medsebojni odvisnosti,biti povezan
38629,biti v nadlego,povzročiti neprijetnosti
38630,biti v nasprotju,ne ujemati se
38631,biti v navzkrižju,biti v nasprotju
38632,biti v navzkrižju z,biti v nasprotju z
38633,biti v ognju,žareti
38634,biti v oporo,nuditi oporo
38635,biti v ovinku,biti v kotu
38636,biti v oviro,v slabo se šteti
38637,biti v ozadju,ležati v ozadju
38638,biti v povprečju,v povprečju se gibati
38639,biti v preobilju,biti v izobilju
38640,biti v prid,biti v korist
38641,biti v pripravljenosti,biti pripravljen
38642,biti v prostem teku,teči v prostem teku
38643,biti v ravni vrsti,biti poravnan
38644,biti v ravnotežju,izenačen biti
38645,biti v ravnovesju,izenačiti se
38646,biti v redu,biti v redu za
38647,biti v redu za,biti v redu
38648,biti v rokah,biti odvisen od
38649,biti v skladu z,ustrezati
38650,biti v sozvočju,skladati se
38651,biti v stikih z,imeti opravka z
38652,biti v stiku,biti povezan
38653,biti v uteho,potolažiti
38654,biti v velikih težavah,biti v težavah
38655,biti v veljavi,obstajati
38656,biti v vlogi,nastopiti
38657,biti v vrsti,biti poravnan
38658,biti v zadovoljstvo,razveseliti
38659,biti v zvezi,biti povezan
38660,biti vajenec,opravljati vajeništvo
38661,biti valovit,valoviti
38662,biti varuška,paziti otroke
38663,biti važen,biti pomemben
38664,biti veljaven,veljati
38665,biti verodostojen,biti kredibilen
38666,biti ves iz sebe,biti šokiran
38667,biti vesel,biti srečen
38668,biti več kot,biti številčnejši kot
38669,biti večji,biti boljši
38670,biti večji kot,preseči
38671,biti viden,biti opazen
38672,biti videti,izgledati
38673,biti višji,biti večji
38674,biti višji kot,prerasti
38675,biti višji od,segati više od
38676,biti višji po rangu,biti nadrejen
38677,biti vložen v,biti porabljen za
38678,biti vodilni,biti najboljši
38679,biti voditelj,biti voditelj na
38680,biti voditelj na,biti voditelj
38681,biti vodja,biti na čelu
38682,biti vodljiv,obnesti se
38683,biti vohun,biti ovaduh
38684,biti vojak,služiti kot vojak
38685,biti vpeljan v družbo,debitirati
38686,biti vreden,zaslužiti si
38687,biti vrh,biti vrhunec
38688,biti vrhunec,biti vrh
38689,biti vroč kot v kotlu,biti vroč
38690,biti vročičen,biti vroč
38691,biti vse bliže,bližati se
38692,biti vseprisoten,biti razširjen
38693,biti vzajemno odvisen,biti medsebojno odvisen
38694,biti vzajemno povezan,biti medsebojno povezan
38695,biti vzporeden z,biti paralelen z
38696,biti vzrok,biti razlog
38697,biti vzrok za,biti razlog za
38698,biti z,biti pri
38699,biti za petami,slediti
38700,biti za trenutek nepazljiv,biti nepazljiv
38701,biti zabeležen,biti zapisan
38702,biti zakon,biti car
38703,biti zakrit,biti prekrit
38704,biti zaljubljen,ljubiti
38705,biti zaljubljen v,biti nor na
38706,biti založen,biti preskrbljen
38707,biti založen s hrano,biti preskrbljen
38708,biti zamenjan za,biti sprejet kot
38709,biti zamenljiv,biti komutativen
38710,biti zanikrn,biti nemaren
38711,biti zanimiv,pritegniti
38712,biti zanič,biti zelo slab
38713,biti zapisan,biti zabeležen
38714,biti zaslišan,nastopiti na sodišču
38715,biti zatočišče,biti zavetje
38716,biti zavetje,biti zatočišče
38717,biti začetek,biti preludij
38718,biti zaščita,preprečiti
38719,biti zaščitniški do,biti pokroviteljski do
38720,biti zelo slab,biti zanič
38721,biti zelo všeč,biti všeč
38722,biti zgrbljen,biti sključen
38723,biti zibel,biti zibelka
38724,biti zibelka,biti zibel
38725,biti zložljiv,biti prepogljiv
38726,biti znak za,kazati na
38727,biti znamenje,biti znak
38728,biti značilen za,biti tipičen za
38729,biti zožen,biti stisnjen
38730,biti zvest,držati se
38731,biti zvodnica,biti zvodnik
38732,biti zvodnik,biti zvodnica
38733,biti zvonast,biti zvončast
38734,biti zvončast,biti zvonast
38735,biti čez poletje,preživeti poletje
38736,biti čisto zaljubljen v,biti nor na
38737,biti član,biti članica
38738,biti članica,biti član
38739,biti členast,biti očlenjen
38740,biti še naprej,ostati
38741,biti šef,voditi
38742,biti šokiran,biti ves iz sebe
38743,biti številen,biti izdaten
38744,biti številčnejši kot,biti več kot
38745,biti žal,obžalovati
38746,biti žejen,žejati
38747,biti živčen,biti napet
38748,bitje srca,srčni utrip
38749,bitka brez konca,bitka brez konca in kraja
38750,bitka brez konca in kraja,bitka brez konca
38751,bitka do zadnjega moža,spopad na vse ali nič
38752,bitka za prevzem,bitka za prevzem podjetja
38753,bitka za prevzem podjetja,bitka za prevzem
38754,bitumenski makadam,asfaltni makadam
38755,bituminozni premog,plinarniški premog
38756,bivalna oskrba,institucionalna oskrba
38757,bivalna prikolica,počitniška prikolica
38758,bivanje pri družini,nastanitev pri družini
38759,bivati pred,obstajati pred
38760,bivati v,stanovati v
38761,bivati v baraki,bivati v koči
38762,bivati v divjini,bivati v gozdu
38763,bivati v gozdu,bivati v divjini
38764,bivati v koči,bivati v baraki
38765,bivša arestantka,bivši arestant
38766,bivša predsednica,bivši predsednik
38767,bivša zapornica,bivši zapornik
38768,bivša žena,nekdanja žena
38769,bivši arestant,bivša arestantka
38770,bivši mož,nekdanji mož
38771,bivši predsednik,bivša predsednica
38772,bivši zapornik,bivša zapornica
38773,bizonja trava,prerijska trava
38774,bič iz brezovih šib,brezovec
38775,bič iz surovega usnja,vrv iz surovega usnja
38776,bič za živino,gonjaški bič
38777,black jack,enaindvajset
38778,blagajnik v banki,blagajničarka v banki
38779,blagajničar v supermarketu,blagajničarka v supermarketu
38780,blagajničarka v banki,blagajnik v banki
38781,blagajničarka v supermarketu,blagajničar v supermarketu
38782,blagajniška knjiga,blagajniški dnevnik
38783,blagajniški blok,paragonski blok
38784,blagajniški dnevnik,blagajniška knjiga
38785,blagajniški listek,račun
38786,blagajniški račun,blagajniški listek
38787,blagajniški ček,bianko menica
38788,blagajniško okence,blagajna
38789,blagega značaja,miren
38790,blago milo za nego usnja,milo za nego usnja
38791,blago slabše kakovosti,blago z napako
38792,blago z napako,blago slabše kakovosti
38793,blago z žametasto površino,lasasto blago
38794,blago za moško obleko,blago za obleko
38795,blago za obleko,blago za moško obleko
38796,blago za padala,padalska svila
38797,blago za reeksport,izdelek za reeksport
38798,blago za srajce,tkanina za srajce
38799,blagoslov cerkve,cerkveni blagoslov
38800,blagovna borza,borza kmetijskih pridelkov in surovin
38801,blagovna hiša,veleblagovnica
38802,blagovna menjava,barter posli
38803,blagovna skupina,proizvodni program
38804,blagovni kredit,komercialni kredit
38805,blagovni znak,blagovna znamka
38806,blagovno ime,blagovna znamka
38807,blanket za kovanec,plošča za kovanec
38808,blatenje ugleda,sramotitev ugleda
38809,blatna kotanja,kotanja z vodo
38810,blatna mlaka,mlakuža
38811,blato iz čistilnih naprav,gošča iz čistilnih naprav
38812,blato novorojenčka,mekonij
38813,blazina za klekljanje,bula za klekljanje
38814,blazinica iz gaze,zloženec iz gaze
38815,blazinica za bucike,blazinica za igle
38816,blazinica za igle,blazinica za bucike
38817,blazno dober,blazno uspešen
38818,blazno smešen,strašno smešen
38819,blazno smešna zgodba,blazno smešna šala
38820,blazno smešna šala,blazno smešna zgodba
38821,blazno uspešen,blazno dober
38822,blaženje napetostnih sunkov,dušenje napetostnih sunkov
38823,blažev žegen,mazaško zdravilo
38824,blažilna krema,blažilno sredstvo
38825,blažilni ukrep,paliativni ukrep
38826,blažilnik sunkov,amortizer
38827,blažilno sredstvo,blažilna krema
38828,blebetati od zadrege,jecljati od zadrege
38829,bleda zelenomodra,bleda zelenomodra barva
38830,bleda zelenomodra barva,bleda zelenomodra
38831,bledo natiskan,bledo obarvan
38832,bledo obarvan,bledo natiskan
38833,bledo rožnat,bledo roza
38834,bledo rumena,bledo rumena barva
38835,bledo rumena barva,bledo rumena
38836,bledo rumenkasta barva,barva šampanjca
38837,bledo rumenkaste barve,barve šampanjca
38838,bledo zelen,mentolsko zelen
38839,bledo zelena,bledo zelena barva
38840,bledo zelena barva,bledo zelena
38841,blesteti se,bleščati se
38842,bleščati se,lesketati se
38843,bleščeč papir,povoskan papir
38844,bleščeč se,svetleč se
38845,bleščeč videz,bleščeč vtis
38846,bleščeč vtis,bleščeč videz
38847,bleščeča oprava,pražnja obleka
38848,bleščeča temnomodra,bleščeča temnomodra barva
38849,bleščeča temnomodra barva,bleščeča temnomodra
38850,bleščeče modra,bleščeče modra barva
38851,bleščeče modra barva,bleščeče modra
38852,bleščeče čist,brezmadežno čist
38853,bleščeče črn,gagaten
38854,bleščeče črna barva,gagatna barva
38855,bleščilo za ustnice,sijaj za ustnice
38856,blindiran avtomobil,blindiran kombi
38857,blindiran kombi,blindiran avtomobil
38858,blisk vročinskih neviht,bliski vročinskih neviht
38859,bliskati se,grmeti
38860,bliski vročinskih neviht,blisk vročinskih neviht
38861,bliskovit gib,bliskovit premik
38862,bliskovit premik,bliskovit gib
38863,bliskovita razprodaja,hitra razprodaja
38864,bliskovito hiter,bliskovit
38865,bliskovito izvleči,urno izvleči
38866,bliskovito pognati se,planiti
38867,bliskovito razširiti,poslati
38868,bliskovito razširiti se,razširiti se
38869,bliskovna bučka,bliskovna žarnica
38870,bliskovna luč,bliskavica
38871,bliskovna svetilka,bliskovka
38872,bliskovna vrednost,svetlobna vrednost bliskavice
38873,bliskovna žarnica,bliskovna bučka
38874,blister ovoj,folijska embalaža
38875,blizu obale,priobalen
38876,bližati se,prihajati
38877,bližnja okolica,bližina
38878,bližnja preteklost,minuli dnevi
38879,bližnja prihodnost,jutrišnji dan
38880,bližnje srečanje,neprijetno srečanje
38881,bližnji posnetek,posnetek od blizu
38882,bližnjica po stranski cesti,bližnjica po stranski ulici
38883,bližnjica po stranski ulici,bližnjica po stranski cesti
38884,bljak!,fuj!
38885,bloditi po,tavati po
38886,blok bonov,blok živilskih kart
38887,blok lastniških stanovanj,bloki lastniških stanovanj
38888,blok motorja,ohišje motorja
38889,blok papirja,blokec papirja
38890,blok živilskih kart,blok bonov
38891,blokec papirja,blok papirja
38892,bloker in sprejemalec,krilni napadalec
38893,bloki lastniških stanovanj,blok lastniških stanovanj
38894,blokirati oddajanje,preprečiti predvajanje
38895,blokirati predvajanje,preprečiti predvajanje
38896,blokirati s telesom,zaustaviti s telesom
38897,blokirni ventil,zaporni ventil
38898,blokovsko naselje,stanovanjski blok
38899,bluziti naokoli,postopati naokoli
38900,boa iz peres,boa iz ptičjih peres
38901,boa iz ptičjih peres,boa iz peres
38902,bobrovo krzno,bobrovina
38903,bodeča neža,osat
38904,bodoča diplomantka,bodoča diplomiranka
38905,bodoča diplomiranka,bodoča diplomantka
38906,bodoči diplomant,bodoča diplomantka
38907,bodoči diplomiranec,bodoča diplomantka
38908,bodybuilderski trebuh,kockice na trebuhu
38909,boemsko življenje,boemstvo
38910,bog pomagaj!,o bog!
38911,bog seksa,seks simbol
38912,bog sonca,sončni bog
38913,bog v človeški podobi,človek bog
38914,bog vas obvarji!,srečno!
38915,bog!,kristus!
38916,bogat amaterski jadralec,amaterski jadralec
38917,bogat amaterski športnik,amaterski jadralec
38918,bogat prostak,bogat vulgarnež
38919,bogat s kremenico,silicijski
38920,bogat vir,zlata jama
38921,bogat vulgarnež,bogat prostak
38922,bogata oddaljena predmestja,oddaljena predmestja
38923,bogata prostakinja,bogat prostak
38924,bogata ruda,bogata žila
38925,bogata vulgarnica,bogat prostak
38926,bogata žila,bogata ruda
38927,bogataško primestje,bogato primestje
38928,bogato izvenmestno naselje,izvenmestno naselje
38929,bogato najdišče,zlata jama
38930,bogato obdarjen,bogat
38931,bogato obdarjena,prsata
38932,bogato okrašen,razkošno ornamentiran
38933,bogato primestje,bogataško primestje
38934,boginja plodnosti,boginja zemlje
38935,boginja seksa,seks bomba
38936,boginja sonca,sončna boginja
38937,boginja zemlje,boginja plodnosti
38938,boginje usode,sojenice
38939,bogoslužne molitvene ure,kanonične ure
38940,bogu za ritjo,bogu za hrbtom
38941,bohotna rast,bujna rast
38942,boj med umikanjem,kritje hrbta med umikanjem
38943,boj mož na moža,mož na moža
38944,boj proti kriminalu,čistka
38945,boj proti terorizmu,protiteroristični boj
38946,boj proti upornikom,protiuporniški ukrepi
38947,boj psov,pasji boj
38948,boj za preživetje,pehanje za uspehom
38949,boj za skrbništvo,boj za skrbništvo nad otrokom
38950,boj za skrbništvo nad otrokom,boj za skrbništvo
38951,bojevanje s kemičnim orožjem,kemično bojevanje
38952,bojevanje s pestmi,mikastenje
38953,bojevati se,boriti se
38954,bojevati se z,bojevati se proti
38955,bojevite besede,sovražne besede
38956,bojna duševna travma,bojna duševna travma zaradi bombardiranja
